,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
41921,정봉/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41922,봤댜/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41923,쫌잇음/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41924,Missing/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41925,Always/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41926,샤진/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41927,1.36%/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
41928,6.76/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
41929,복통/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41930,데키/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41931,히데아키/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41932,제스처/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41933,.?.../Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
41934,국립현충원/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41935,중선생/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41936,다이쥬일/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41937,페미니스트/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41938,언떤놈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41939,급기야/Adverb,1,1,0,1.1115310228308472e-05,0.0,1.0
41940,정치범/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41941,shffoTs/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41942,vudwjaqhrh/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41943,렌턴/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41944,다르케/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41945,.....-_-;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
41946,진실횽/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41947,류예/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41948,잘버/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41949,문화원/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41950,색꺄/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41951,너거/Modifier,1,0,1,0.0,1.1106915165381966e-05,1.0
41952,겁낙/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41953,소사/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41954,462/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
41955,完/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
41956,박찬/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41957,닥밀/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41958,속독/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41959,ending/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41960,strong/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41961,きもかった/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
41962,피난/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41963,~~~~~~~^^/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
41964,준서기/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41965,을봣다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41966,gets/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41967,Miller/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41968,Sienna/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41969,Sedgwick/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41970,Edie/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41971,예정일/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41972,시청각교육/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41973,PAUL/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41974,FOR/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41975,영어대사/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41976,틴울프/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41977,4조/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
41978,9.50/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
41979,북한주민/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41980,잼쏭/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41981,츠마부키/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41982,차림표/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41983,상형/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41984,총대/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41985,판지/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41986,썸톡/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41987,이광필/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41988,랩소디/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41989,ggggddhdhghsghfdhfh/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
41990,전노민/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41991,흑자/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41992,딜로/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41993,일꾼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41994,세상만사/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41995,라따/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41996,푸우/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
41997,막짱삘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
41998,~--;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
41999,암흑시대/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42000,쫄깃햇음/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42001,speed/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42002,찬욱/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42003,무왕/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42004,하선/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42005,…………?/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42006,법내/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42007,빠옴/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42008,슈파슈파/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42009,달구지/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42010,4500만/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42011,밌음/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42012,팰트로우/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42013,껄호롤류루/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42014,뀨잇/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42015,everybody/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42016,everywhere/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42017,everytime/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42018,조민기/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42019,기스/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42020,234/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42021,?^^;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42022,시어/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42023,괴소문/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42024,Find/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42025,투시/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42026,스파이앱/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42027,단독제/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42028,포식/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42029,파나비전/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42030,잔디/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42031,계주/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42032,에만들어진/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42033,이뿌넹/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42034,형역/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42035,duel/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42036,8.26/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42037,패러글라이딩/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42038,괘찮다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42039,아미타불/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42040,박현빈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42041,꼬띨/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42042,뚬양꿈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42043,화석/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42044,..-..-/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42045,윤주희/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42046,개주고싶네요/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42047,1000000000만/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42048,병남/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42049,황자/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42050,9.85/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42051,없어졋써/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42052,""",""/Punctuation",1,0,1,0.0,1.1106915165381966e-05,1.0
42053,fot/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42054,whatcha/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42055,슨발/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42056,콴이유/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42057,차오/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42058,ㅋㅋㄱㅋㅋㅋ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42059,놀랏습니/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42060,걱/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42061,찐득찐득/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42062,.~(/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42063,번득/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42064,어찌어찌/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42065,빗장/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42066,Bbb/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42067,혜윤이/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42068,털좀/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42069,터닝포/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42070,삭았음/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42071,별기/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42072,방글/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42073,파키/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42074,서남아시아/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42075,땋/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42076,세이크/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42077,영어사전/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42078,새크/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42079,왓습니담/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42080,음소거/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42081,바다씬/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42082,.....-_-;;;;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42083,츄쳐/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42084,개뚜/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42085,즉슨/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42086,투도/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42087,!!!!!!></Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42088,Vv/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42089,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42090,카잔/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42091,와닺는면/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42092,뛰놀다/Verb,1,0,1,0.0,1.1106915165381966e-05,1.0
42093,절약/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42094,과학사/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42095,shocked/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42096,wowed/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42097,놨단/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42098,superb/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42099,comparison/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42100,달콤씁슬함/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42101,1925년/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42102,청첩장/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42103,켐/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42104,똥꾸뇽/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42105,체인드/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42106,렙/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42107,오레/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42108,대만/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42109,맥베스/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42110,이화/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42111,펀드/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42112,강지은/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42113,1016/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42114,불닭/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42115,?)?/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42116,´∇｀/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42117,?(?/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42118,릴리슈슈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42119,등식/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42120,과달카날/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42121,마유미/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42122,19분/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42123,쿠르드/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42124,실로폰/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42125,인촌/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42126,철폐/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42127,바빌론/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42128,굿판/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42129,피족/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42130,삼손/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42131,블리트/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42132,개빵터졋/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42133,똴/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42134,데강/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42135,미드나/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42136,나봄/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42137,특검/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42138,연극인/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42139,..........................\/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42140,벵상뻬레/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42141,TVB/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42142,숍/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42143,응거/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42144,송증현/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42145,총명하다/Adjective,1,0,1,0.0,1.1106915165381966e-05,1.0
42146,꿀빵/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42147,쪼잔/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42148,류영환/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42149,킹카/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42150,터녔다/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42151,찔레꽃/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42152,213123/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42153,easier/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42154,things/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42155,child/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42156,ooh/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42157,너커르/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42158,에본건데/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42159,feat/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42160,현해탄/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42161,ㅇㄷㄱㅎ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42162,썀/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42163,대학입시/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42164,외래어/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42165,쥐어박다/Verb,1,0,1,0.0,1.1106915165381966e-05,1.0
42166,올렛/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42167,즛/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42168,썸딩/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42169,><></Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42170,잼존잼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42171,굿잼꿀잼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42172,이넘었지만/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42173,wjdjkel/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42174,윤강/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42175,할덴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42176,.......-_-/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42177,잘생겻는데/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42178,다훈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42179,헤이츠/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42180,))<</Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42181,))((/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42182,김범수/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42183,"1,492/Number",1,0,1,0.0,1.1106915165381966e-05,1.0
42184,마츠켄/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42185,~!~~!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42186,조쿤/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42187,탁자/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42188,유리컵/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42189,처선/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42190,오소/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42191,꼬질꼬질/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42192,쿠보즈카/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42193,~~~~\(^/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42194,나시/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42195,과만/Josa,1,1,0,1.1115310228308472e-05,0.0,1.0
42196,리고동/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42197,생로병사/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42198,더셀/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42199,더준/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42200,"1,000/Number",1,0,1,0.0,1.1106915165381966e-05,1.0
42201,김철/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42202,スカンピン/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42203,鈴木慶一/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42204,천직/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42205,여민주/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42206,김학/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42207,김동영/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42208,졸롸/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42209,리프킨/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42210,홫팅/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42211,흐느껴/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42212,한뭉큼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42213,야드를/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42214,27시간/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42215,흐헉/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42216,지탄/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42217,향우/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42218,3800/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42219,수억/Modifier,1,0,1,0.0,1.1106915165381966e-05,1.0
42220,들장미소녀/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42221,셀위/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42222,-</Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42223,한성/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42224,덜레이/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42225,랭고/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42226,루니툰/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42227,대같아/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42228,않됫을듯/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42229,셤기간떄/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42230,Case/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42231,서플먼트/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42232,우야/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42233,맞장씬/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42234,arco/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42235,안되넴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42236,짓해/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42237,카밀리아/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42238,2013.6/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42239,정니콜/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42240,하맘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42241,그리폰/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42242,~~~>/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42243,favorites/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42244,ㄷㄷㅋㅋ/KoreanParticle,1,1,0,1.1115310228308472e-05,0.0,1.0
42245,`.`/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42246,왜둑/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42247,살자잉/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42248,악세다/Adjective,1,0,1,0.0,1.1106915165381966e-05,1.0
42249,도거라곤/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42250,티티티/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42251,http://blog.naver.com/freeasabird8/220449245122/URL,1,1,0,1.1115310228308472e-05,0.0,1.0
42252,예끼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42253,괞챦더군/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42254,임은주/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42255,로봇트/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42256,메트로놈/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42257,.___/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42258,뎃/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42259,JOHN/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42260,EXTINGUISH/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42261,NEVER/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42262,CAN/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42263,DARKNESS/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42264,DARKNESSAND/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42265,SHINES/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42266,LIGHT/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42267,자안/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42268,들기기아/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42269,이떻/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42270,정발/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42271,。。？/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42272,피파온라인/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42273,돈텔/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42274,야쿠시마/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42275,셈돈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42276,-_-;;;;;;;;;;;;;;;;;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42277,배부/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42278,힘들겄다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42279,캄탄할/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42280,살다/Adjective,1,0,1,0.0,1.1106915165381966e-05,1.0
42281,개업/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42282,서식/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42283,샤릉훼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42284,아미스타드/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
